"TPR","FPR"
0.20994475138121546,0.02867383512544803
0.5193370165745856,0.1863799283154122
0.6132596685082873,0.23655913978494625
0.39226519337016574,0.13261648745519714
0.16022099447513813,0.017921146953405017
0.40331491712707185,0.13261648745519714
0.6077348066298343,0.22939068100358423
1.0,0.8028673835125448
0.9558011049723757,0.5806451612903226
0.7182320441988951,0.2831541218637993
0.7955801104972375,0.32974910394265233
0.5027624309392266,0.16129032258064516
0.27071823204419887,0.07885304659498207
0.856353591160221,0.4121863799283154
0.6298342541436464,0.24014336917562723
0.2265193370165746,0.053763440860215055
0.5580110497237569,0.2078853046594982
0.7900552486187845,0.3225806451612903
0.7624309392265194,0.2939068100358423
0.7734806629834254,0.30824372759856633
0.06077348066298342,0.007168458781362007
0.46408839779005523,0.15770609318996415
0.5303867403314917,0.20430107526881722
0.39779005524861877,0.13261648745519714
0.1270718232044199,0.017921146953405017
0.19337016574585636,0.025089605734767026
0.34806629834254144,0.1039426523297491
0.35359116022099446,0.1039426523297491
0.18232044198895028,0.025089605734767026
0.4696132596685083,0.15770609318996415
0.6740331491712708,0.27598566308243727
0.47513812154696133,0.15770609318996415
0.13812154696132597,0.017921146953405017
0.9668508287292817,0.5913978494623656
0.8729281767955801,0.4229390681003584
0.022099447513812154,0.0035842293906810036
0.6574585635359116,0.2724014336917563
0.8950276243093923,0.44086021505376344
0.06629834254143646,0.007168458781362007
0.712707182320442,0.2831541218637993
0.6022099447513812,0.22580645161290322
0.03867403314917127,0.0035842293906810036
0.6519337016574586,0.2616487455197133
0.9392265193370166,0.5232974910394266
0.4419889502762431,0.15053763440860216
0.281767955801105,0.08602150537634409
0.994475138121547,0.7526881720430108
0.9226519337016574,0.46953405017921146
0.4088397790055249,0.14695340501792115
0.04419889502762431,0.0035842293906810036
0.8342541436464088,0.3906810035842294
0.7403314917127072,0.2903225806451613
0.049723756906077346,0.0035842293906810036
0.9779005524861878,0.6487455197132617
0.9005524861878453,0.45878136200716846
0.5082872928176796,0.17204301075268819
