"epoch","cost"
1,0.691552229191
2,0.684369554071
3,0.671234334274
4,0.668643008493
5,0.66617668826
6,0.665806377074
7,0.661998453996
8,0.661792034093
9,0.653112736345
10,0.64917005783
11,0.648801628398
12,0.647580061039
13,0.644592017334
14,0.636760568279
15,0.634565168596
16,0.633945842132
17,0.630764544165
18,0.628652810032
19,0.631630559342
20,0.628475329384
21,0.627618618075
22,0.626415549549
23,0.629162023207
24,0.626216699094
25,0.628973135616
26,0.623911199064
27,0.624817839634
28,0.623796321315
29,0.621239068396
30,0.619193814166
31,0.616522991195
32,0.617635328112
33,0.616186560687
34,0.615723968779
35,0.611149984213
36,0.610699195132
37,0.604761057651
38,0.604467790155
39,0.604257970794
40,0.602832289811
41,0.599336201057
42,0.594653116727
43,0.590502504661
44,0.584896313812
45,0.575752294825
46,0.574988108768
47,0.56660481355
48,0.565002176091
49,0.562357397196
50,0.555938320936
51,0.555699619979
52,0.553229667392
53,0.551767460587
54,0.551132768212
55,0.551245181312
56,0.550335478219
57,0.548958094506
58,0.547346751411
59,0.545911507001
60,0.543637785525
61,0.541797339866
62,0.540047615903
63,0.537430990679
64,0.534190463484
65,0.533885820416
66,0.533325961722
67,0.531302924933
68,0.529074439416
69,0.526180069564
70,0.525937645218
71,0.52201050828
72,0.520943696326
73,0.521087308811
74,0.519425955588
75,0.518285960578
76,0.515974479892
77,0.517896641299
78,0.516410475114
79,0.515104135005
80,0.514099469666
81,0.513068128085
82,0.510936930082
83,0.505969977485
84,0.50167722416
85,0.49802430268
86,0.493101382399
87,0.492417446022
88,0.49198465634
89,0.492112752233
90,0.491816942259
91,0.491094069215
92,0.490453450949
93,0.493900523214
94,0.493393223533
95,0.496667636851
96,0.496283057936
97,0.499282765416
98,0.4993714314
99,0.502056000077
100,0.500526906805
101,0.501349106745
102,0.500608453554
103,0.501600722756
104,0.499522008078
105,0.499669066134
106,0.499193209488
107,0.498735093453
108,0.49671024736
109,0.496267552035
110,0.49584184544
111,0.491596797585
112,0.490934089585
113,0.490486299167
114,0.488105147081
115,0.487169492695
116,0.486474316251
117,0.484894878826
118,0.483703929813
119,0.482890206435
120,0.482929473739
121,0.482031047933
122,0.480854713712
123,0.480365632588
124,0.47989495779
125,0.477996346354
126,0.477735123763
127,0.476002020451
128,0.475010599525
129,0.472242681694
130,0.471464388399
131,0.470710043034
132,0.469909962733
133,0.46862107943
134,0.468021505081
135,0.46782548673
136,0.466588485923
137,0.465542528596
138,0.464968148434
139,0.465138611448
140,0.465364907792
141,0.464498561807
142,0.461767482579
143,0.46129628875
144,0.459624934462
145,0.458130677204
146,0.455424990826
147,0.455080828101
148,0.454804334562
149,0.452757361127
150,0.45147333442
151,0.451286826022
152,0.451265536488
153,0.450817913605
154,0.449921970825
155,0.449232214715
156,0.449244328974
157,0.449436568412
158,0.448474019702
159,0.447973924368
160,0.44434377507
161,0.443827195706
162,0.443704218792
163,0.442601547731
164,0.441732545535
165,0.4403736945
166,0.439909036757
167,0.441369258405
168,0.442329758413
169,0.442349152105
170,0.442004236652
171,0.440978130021
172,0.440399170878
173,0.439744132409
174,0.439428091975
175,0.439039977663
176,0.438469145151
177,0.439269372796
178,0.438664306523
179,0.438117357027
180,0.437537845213
181,0.436989584667
182,0.436519719252
183,0.436066399674
184,0.435152868233
185,0.434675828053
186,0.434865845573
187,0.435255969696
188,0.434698051039
189,0.434251055049
190,0.433541378218
191,0.433188266682
192,0.431823281887
193,0.431371921535
194,0.43134972957
195,0.431217041764
196,0.431330346343
197,0.431460065131
198,0.430567282646
199,0.429226429705
200,0.428721835063
201,0.427776421735
202,0.427364079042
203,0.426809598969
