"epoch","cost"
1,0.19673345827040947
2,0.19529202487628006
3,0.19258374029711484
4,0.19205706137756523
5,0.19154646459538074
6,0.19146608611700638
7,0.19064852758763962
8,0.1905937850144149
9,0.18870378189507905
10,0.1878183799242325
11,0.18774047563326554
12,0.18748489749328723
13,0.18676496745903973
14,0.18514017113733705
15,0.1846713776274541
16,0.18453815854742728
17,0.18388922660005866
18,0.1834307571512552
19,0.1840269162431213
20,0.18333819259195555
21,0.18313596815460786
22,0.1828643574072462
23,0.18341511281760733
24,0.1827574852491192
25,0.1833138247733734
26,0.18228781371452718
27,0.18247752436429934
28,0.1822861009398346
29,0.1817332149432639
30,0.1812842591411801
31,0.18070593817564032
32,0.18093159691891636
33,0.1806201084042101
34,0.18049997897386036
35,0.17950434904455406
36,0.17940558814109883
37,0.17812555422645346
38,0.17805072744938766
39,0.178000037118614
40,0.177673364455879
41,0.1768799530096785
42,0.1757443400074261
43,0.17481315274497816
44,0.17325881376277488
45,0.1712515519419121
46,0.17110349279653253
47,0.16903657539159878
48,0.16871771952261602
49,0.16822053815220622
50,0.16646434978351182
51,0.16644448187716748
52,0.16595063317389167
53,0.1656761501486819
54,0.16556480179850233
55,0.16561745440009046
56,0.16544987066599498
57,0.16510523153227083
58,0.16472945200242134
59,0.16439198671930513
60,0.16391326271563977
61,0.1634641984368245
62,0.1631140602315413
63,0.1624530382237003
64,0.16097353710222598
65,0.16095236673732352
66,0.16087426158735488
67,0.16036052515457852
68,0.15986321620355276
69,0.15916659054173227
70,0.159165210770578
71,0.1583232912353777
72,0.15813246686993465
73,0.15823014406154404
74,0.15794040884523153
75,0.15764305554903502
76,0.157054358931107
77,0.15747066550560923
78,0.15705082322154726
79,0.15680491954533116
80,0.15665800949871803
81,0.15652163226006657
82,0.15589338971217673
83,0.15474350822457558
84,0.15373546611558433
85,0.15285561973839118
86,0.15181774788676952
87,0.1517695771517773
88,0.1517663871904318
89,0.15188034262416703
90,0.15187998335988354
91,0.15170337521345204
92,0.15165966401725461
93,0.15227842001015743
